"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"RALGAPA2.2"	2.34168125632797e-10	0.538418402413727	0.729	0.491	5.55938547064824e-06	"Adipocytes"	"RALGAPA2"
"XYLT1.1"	3.68306802076383e-10	0.712415110119817	0.595	0.271	8.74397178809541e-06	"Adipocytes"	"XYLT1"
"KALRN.1"	4.36393662798098e-10	0.576367148140691	0.538	0.245	1.03604219484896e-05	"Adipocytes"	"KALRN"
"VCL.1"	6.57683354284657e-10	0.551183368620368	0.619	0.443	1.5614060514072e-05	"Adipocytes"	"VCL"
"NAALADL2.3"	8.71898259013548e-10	-0.584833505940438	0.839	0.791	2.06997365672407e-05	"Adipocytes"	"NAALADL2"
"BNC2.2"	8.91401340759573e-10	1.09181708866799	0.873	0.255	2.1162759230973e-05	"Adipocytes"	"BNC2"
"ARHGEF28.1"	9.38316780510635e-10	0.550722326903344	0.565	0.319	2.2276578686103e-05	"Adipocytes"	"ARHGEF28"
"PLAGL1.1"	1.83109931282889e-09	0.587443380407088	0.505	0.16	4.34721287858706e-05	"Adipocytes"	"PLAGL1"
"PCED1B"	2.20199997375819e-09	0.626084069984969	0.595	0.381	5.22776813769932e-05	"Adipocytes"	"PCED1B"
"CDK14.2"	2.45405596757888e-09	-0.509967609586413	0.365	0.514	5.82617427262902e-05	"Adipocytes"	"CDK14"
"USP53"	2.85351101661371e-09	0.634016078502394	0.666	0.419	6.77452050454261e-05	"Adipocytes"	"USP53"
"SPARC.1"	3.85296316518534e-09	0.675265042826757	0.726	0.319	9.14731985046652e-05	"Adipocytes"	"SPARC"
"MEIS2.1"	4.53087941290618e-09	0.630431692607379	0.585	0.215	0.000107567608141806	"Adipocytes"	"MEIS2"
"MAP3K5"	4.69364554297262e-09	0.532625002799474	0.589	0.412	0.000111431838835713	"Adipocytes"	"MAP3K5"
"FHIT.3"	5.24586715205358e-09	0.637006508169966	0.856	0.69	0.000124542132056904	"Adipocytes"	"FHIT"
"NAV2.1"	5.38997671649555e-09	0.683556849976738	0.615	0.431	0.000127963437226321	"Adipocytes"	"NAV2"
"SDK1"	1.22911255184541e-08	0.795364302230135	0.615	0.322	0.000291803610933619	"Adipocytes"	"SDK1"
"FBN1.2"	1.31765537425055e-08	0.763597983939362	0.592	0.201	0.000312824562400823	"Adipocytes"	"FBN1"
"INSR.2"	1.47689457268224e-08	0.512397564430533	0.829	0.571	0.000350629540500491	"Adipocytes"	"INSR"
"NR2F1-AS1.1"	2.16598138082922e-08	0.669355330113904	0.528	0.126	0.000514225639622665	"Adipocytes"	"NR2F1-AS1"
"LHFPL6.2"	3.35341854937918e-08	0.700497160242392	0.512	0.18	0.00079613509780811	"Adipocytes"	"LHFPL6"
"SNED1.1"	6.09587876543816e-08	0.572799979463724	0.689	0.441	0.00144722257770267	"Adipocytes"	"SNED1"
"ITPR2.3"	7.4277009009762e-08	0.551042579764194	0.863	0.734	0.00176341047090076	"Adipocytes"	"ITPR2"
"LRIG1.2"	8.6019779407648e-08	0.526644991645579	0.669	0.501	0.00204219558291697	"Adipocytes"	"LRIG1"
"CAMK2D.2"	1.05787572671927e-07	0.578360408619856	0.652	0.4	0.00251150276280422	"Adipocytes"	"CAMK2D"
"ZNF704"	2.50221297422531e-07	0.501641511165184	0.669	0.416	0.00594050382210832	"Adipocytes"	"ZNF704"
"ZBTB7C"	7.19384362370484e-07	0.554898012575325	0.629	0.343	0.0170789041470377	"Adipocytes"	"ZBTB7C"
"AUTS2.1"	1.3913823952811e-06	-0.516986761986317	0.86	0.793	0.0330328094463685	"Adipocytes"	"AUTS2"
"TPRG1"	3.97068896019974e-06	0.71335400463796	0.719	0.433	0.0942681266041021	"Adipocytes"	"TPRG1"
"AGBL4"	6.78784760367789e-06	0.653075787502136	0.612	0.361	0.161150289958917	"Adipocytes"	"AGBL4"
"COL5A2.1"	4.36355088458795e-05	0.621415754073621	0.699	0.278	1	"Adipocytes"	"COL5A2"
"ADAM12.1"	5.43955649515632e-05	0.67750766967017	0.712	0.242	1	"Adipocytes"	"ADAM12"
"COL8A1.1"	8.38350832994387e-05	0.720136546433364	0.505	0.146	1	"Adipocytes"	"COL8A1"
"MT-ATP6.4"	9.9093694182318e-05	-0.589977074800645	0.365	0.529	1	"Adipocytes"	"MT-ATP6"
"TIMP3.2"	0.000661661878514414	0.683005113740271	0.542	0.245	1	"Adipocytes"	"TIMP3"
"ARHGAP15"	0	2.9244487445332	0.983	0.168	0	"T cells"	"ARHGAP15"
"RIPOR2"	0	2.62386992729763	0.933	0.074	0	"T cells"	"RIPOR2"
"PTPRC"	0	2.53432698757739	0.976	0.106	0	"T cells"	"PTPRC"
"ANKRD44.1"	0	2.33096098200603	0.99	0.385	0	"T cells"	"ANKRD44"
"TOX"	0	2.32027735174192	0.733	0.054	0	"T cells"	"TOX"
"CD247"	0	2.2915035354452	0.889	0.027	0	"T cells"	"CD247"
"IKZF1"	0	2.27587489578181	0.928	0.074	0	"T cells"	"IKZF1"
"FYN.2"	0	2.22999156261966	0.942	0.154	0	"T cells"	"FYN"
"SKAP1"	0	2.17146668683823	0.989	0.372	0	"T cells"	"SKAP1"
"BCL11B"	0	2.14103708935661	0.882	0.037	0	"T cells"	"BCL11B"
"CARD11"	0	1.76924938250935	0.808	0.042	0	"T cells"	"CARD11"
"ETS1.1"	0	1.68940582414402	0.84	0.1	0	"T cells"	"ETS1"
"NEAT1.3"	0	-2.57917286442337	0.831	0.96	0	"T cells"	"NEAT1"
"PBX1.3"	0	-3.38844863822524	0.114	0.872	0	"T cells"	"PBX1"
"AFF3.4"	0	-3.47451317484282	0.279	0.766	0	"T cells"	"AFF3"
"TRPS1.4"	0	-3.7464516630747	0.683	0.943	0	"T cells"	"TRPS1"
"ESR1.5"	0	-4.04563500782734	0.262	0.846	0	"T cells"	"ESR1"
"ERBB4.4"	0	-4.34179958993596	0.181	0.786	0	"T cells"	"ERBB4"
"ANKRD30A.5"	0	-4.56317038282457	0.222	0.741	0	"T cells"	"ANKRD30A"
"PRKCH.1"	1.26586273346903e-300	1.90371161869244	0.95	0.322	3.00528471552883e-296	"T cells"	"PRKCH"
"THSD4.4"	6.27302332890878e-294	-3.56402976696847	0.09	0.783	1.48927846851623e-289	"T cells"	"THSD4"
"SEMA4D"	1.96103873571962e-287	1.34240544301263	0.836	0.186	4.65570206247194e-283	"T cells"	"SEMA4D"
"SLFN12L"	4.18116772204244e-285	1.80106075381028	0.782	0.033	9.92651028890096e-281	"T cells"	"SLFN12L"
"CDC42SE2"	5.0814822533964e-282	1.44262372886966	0.921	0.387	1.20639470177884e-277	"T cells"	"CDC42SE2"
"ITGAL"	5.06095994213071e-275	1.45327187540344	0.746	0.068	1.20152249986125e-270	"T cells"	"ITGAL"
"CD96"	1.75193776132874e-274	2.07357065887886	0.853	0.023	4.15927543917056e-270	"T cells"	"CD96"
"NAALADL2.4"	1.37854598286137e-270	-2.80138691634665	0.139	0.805	3.27280601791118e-266	"T cells"	"NAALADL2"
"TRIO"	5.43388967063437e-263	-2.25868430236793	0.169	0.877	1.29005974670531e-258	"T cells"	"TRIO"
"LCP2"	1.38989747046379e-259	1.32093106744025	0.801	0.08	3.29975558462808e-255	"T cells"	"LCP2"
"TNFAIP8.1"	2.68986570103382e-257	1.63640627721024	0.849	0.213	6.38601016082439e-253	"T cells"	"TNFAIP8"
"THEMIS"	5.44894119857993e-257	2.36616094434665	0.732	0.022	1.29363312995486e-252	"T cells"	"THEMIS"
"CAMK4"	2.14483950427084e-254	1.73921568994351	0.729	0.033	5.09206346708941e-250	"T cells"	"CAMK4"
"KAZN.5"	1.37387840798916e-251	-2.97944436033914	0.099	0.716	3.26172472840707e-247	"T cells"	"KAZN"
"PRKCB"	1.8643758389366e-247	1.73367771654312	0.814	0.056	4.42621467921938e-243	"T cells"	"PRKCB"
"KIAA1217.2"	4.71108988248131e-245	-2.59005735207616	0.099	0.815	1.11845984899989e-240	"T cells"	"KIAA1217"
"FYB1"	2.28749849838924e-244	1.79681395893209	0.882	0.094	5.43075018502589e-240	"T cells"	"FYB1"
"MALAT1.4"	3.7415705655371e-241	-2.02064710229306	0.993	0.987	8.88286267964163e-237	"T cells"	"MALAT1"
"AGAP1.4"	4.52559366069644e-241	-2.18608035928369	0.218	0.84	1.07442119098594e-236	"T cells"	"AGAP1"
"IKZF3"	1.80835998774797e-240	1.48974815558144	0.699	0.03	4.29322744691247e-236	"T cells"	"IKZF3"
"MAGI1.3"	4.35529926673225e-238	-2.6490018858463	0.088	0.807	1.0339915989149e-233	"T cells"	"MAGI1"
"CEP85L"	2.63147934885088e-237	1.36605617516371	0.785	0.17	6.24739512210686e-233	"T cells"	"CEP85L"
"AKNA"	2.27836280783065e-233	1.11300348855907	0.714	0.136	5.40906114207076e-229	"T cells"	"AKNA"
"SAMD3"	1.31717829557554e-231	1.58977666000918	0.613	0.038	3.1271129915259e-227	"T cells"	"SAMD3"
"EMB"	7.91130628379194e-230	1.23681473991937	0.693	0.1	1.87822322483504e-225	"T cells"	"EMB"
"NFIA.2"	1.31084152921034e-229	-2.20944233245143	0.269	0.835	3.11206887449826e-225	"T cells"	"NFIA"
"STAT4"	1.33836799915969e-228	1.63294672399767	0.713	0.032	3.17741946680503e-224	"T cells"	"STAT4"
"APBB2"	3.97750275826397e-225	-2.69505811660474	0.083	0.844	9.44298929839449e-221	"T cells"	"APBB2"
"IGF1R.4"	1.39359578367895e-222	-2.01027382168226	0.183	0.791	3.30853575003218e-218	"T cells"	"IGF1R"
"AUTS2.2"	2.05647343204445e-221	-2.23084268983607	0.297	0.804	4.88227357501674e-217	"T cells"	"AUTS2"
"ANKS1B.4"	3.84194911241105e-221	-2.4482873552307	0.103	0.709	9.12117138777507e-217	"T cells"	"ANKS1B"
"TTC6.4"	1.18929999757761e-219	-2.72032728594335	0.081	0.688	2.82351712424899e-215	"T cells"	"TTC6"
"DACH1.4"	3.13457775936452e-219	-2.91224804027379	0.083	0.689	7.44180105850731e-215	"T cells"	"DACH1"
"LINC01934"	2.01159160866148e-218	1.876878443321	0.654	0.027	4.77571963812321e-214	"T cells"	"LINC01934"
"RBM47.4"	2.44569466590742e-212	-2.23852065634956	0.101	0.741	5.80632370633081e-208	"T cells"	"RBM47"
"STK17B"	9.13965096000783e-212	1.25351928771202	0.765	0.18	2.16984453441546e-207	"T cells"	"STK17B"
"ITGA4"	8.60302908491312e-209	1.30437266634245	0.625	0.053	2.04244513504922e-204	"T cells"	"ITGA4"
"RCSD1"	4.89201137739415e-208	1.25700106547601	0.743	0.073	1.16141242110715e-203	"T cells"	"RCSD1"
"PIP4K2A"	7.45499480132153e-206	1.41252689293329	0.892	0.432	1.76989031578174e-201	"T cells"	"PIP4K2A"
"MAST4.5"	3.39957690735301e-202	-2.16748430268885	0.225	0.752	8.07093553574678e-198	"T cells"	"MAST4"
"SEPTIN6"	3.41744847210837e-202	1.2124495655891	0.794	0.221	8.11336441763247e-198	"T cells"	"SEPTIN6"
"PPP1R16B.1"	5.51501679107112e-199	1.29887175053517	0.668	0.048	1.30932013636819e-194	"T cells"	"PPP1R16B"
"MBNL1.3"	2.5066342614005e-198	1.51594743838442	0.983	0.761	5.95100039999092e-194	"T cells"	"MBNL1"
"CLEC2D"	5.73238773036922e-195	1.14057553497064	0.781	0.241	1.36092617106696e-190	"T cells"	"CLEC2D"
"PAG1"	1.35189508152816e-194	1.27311861737932	0.637	0.09	3.209534113056e-190	"T cells"	"PAG1"
"STK17A"	5.37798744948017e-194	1.05601311686153	0.683	0.152	1.27678800038109e-189	"T cells"	"STK17A"
"SLA"	1.09307171373257e-191	1.17957782589457	0.624	0.059	2.5950615555725e-187	"T cells"	"SLA"
"BMPR1B.5"	9.22330804267584e-191	-3.14224988661123	0.051	0.599	2.18970556241167e-186	"T cells"	"BMPR1B"
"PARP8"	1.46688083528334e-190	1.58388863531753	0.831	0.283	3.48252179104617e-186	"T cells"	"PARP8"
"PTK2.1"	7.60389321820817e-188	-1.80451037669858	0.118	0.812	1.8052402889348e-183	"T cells"	"PTK2"
"PRKCQ"	1.22830306687064e-185	1.43945452706622	0.696	0.021	2.9161143110576e-181	"T cells"	"PRKCQ"
"STK10"	6.13977784201994e-184	1.21510387354317	0.822	0.226	1.45764465747395e-179	"T cells"	"STK10"
"PIK3CD"	4.11819708435481e-183	1.02766416929726	0.619	0.065	9.77701169796675e-179	"T cells"	"PIK3CD"
"TMC8"	1.1018817177913e-182	1.06795724678834	0.636	0.035	2.61597738620833e-178	"T cells"	"TMC8"
"DOCK2"	1.96961420185814e-181	1.59047388941937	0.865	0.114	4.6760610766314e-177	"T cells"	"DOCK2"
"CELF2.3"	2.04254840721391e-181	1.92740564692282	0.964	0.219	4.84921417356655e-177	"T cells"	"CELF2"
"GRAP2"	2.38049183241502e-181	1.46786685898823	0.676	0.019	5.65152565933651e-177	"T cells"	"GRAP2"
"NEBL.5"	2.15129966965336e-180	-2.04720109079062	0.072	0.667	5.10740054572404e-176	"T cells"	"NEBL"
"CCND3.1"	5.52354420823569e-179	1.49931017963243	0.872	0.391	1.31134463047724e-174	"T cells"	"CCND3"
"MAGI3.4"	1.03307062324393e-178	-1.93579647603946	0.16	0.715	2.45261296664343e-174	"T cells"	"MAGI3"
"TRAF3IP3"	3.0214397698651e-178	1.13715292077999	0.66	0.03	7.17320015763674e-174	"T cells"	"TRAF3IP3"
"SH3KBP1.1"	9.92009299620178e-177	1.20256224007661	0.832	0.233	2.35512927822827e-172	"T cells"	"SH3KBP1"
"RESF1"	1.35199736846583e-176	1.11526646859029	0.786	0.291	3.20977695247473e-172	"T cells"	"RESF1"
"CD53"	3.63629449347577e-176	0.990444774281104	0.599	0.05	8.63292675696082e-172	"T cells"	"CD53"
"KLF12.1"	2.75282436429096e-175	1.3494272448857	0.879	0.338	6.53548032326316e-171	"T cells"	"KLF12"
"GATA3.4"	5.25487975768671e-174	-1.89153403523414	0.331	0.684	1.2475610032724e-169	"T cells"	"GATA3"
"FBXL7.3"	2.93552539361555e-171	-3.06259861774586	0.047	0.704	6.96923083698268e-167	"T cells"	"FBXL7"
"ST8SIA1"	5.39441155033368e-171	1.54884725763172	0.556	0.069	1.28068724616472e-166	"T cells"	"ST8SIA1"
"TBC1D9.4"	8.17998480920128e-171	-2.17634857018618	0.079	0.728	1.94201019355248e-166	"T cells"	"TBC1D9"
"ARAP2"	1.51528842705371e-170	1.16198485892024	0.722	0.192	3.59744625466822e-166	"T cells"	"ARAP2"
"OXNAD1"	3.87110519758681e-168	0.998877752077198	0.697	0.229	9.19039084959085e-164	"T cells"	"OXNAD1"
"NLRC5"	6.66642541082091e-168	1.12606328992319	0.774	0.214	1.58267605678299e-163	"T cells"	"NLRC5"
"APBB1IP.1"	1.84314367373571e-162	1.3794833389716	0.828	0.108	4.37580739581595e-158	"T cells"	"APBB1IP"
"ARHGAP25"	6.09071833193741e-162	1.19168775806719	0.719	0.095	1.44599743918526e-157	"T cells"	"ARHGAP25"
"PLXDC2.3"	2.88702108310451e-161	-2.35641772383399	0.144	0.559	6.85407675339843e-157	"T cells"	"PLXDC2"
"STK4"	3.93993218696684e-160	0.961259204644807	0.79	0.318	9.35379300507796e-156	"T cells"	"STK4"
"KCNMA1.4"	9.91862415029641e-160	-2.23977827189838	0.076	0.604	2.35478055952187e-155	"T cells"	"KCNMA1"
"GSE1.3"	1.31335445062094e-159	-1.72907514421022	0.306	0.734	3.11803480121916e-155	"T cells"	"GSE1"
"PTPRK.3"	1.20618812903075e-156	-1.85085171551273	0.104	0.657	2.86361123713189e-152	"T cells"	"PTPRK"
"PARD3.2"	7.12064577179471e-155	-1.97104811153706	0.074	0.746	1.69051251268178e-150	"T cells"	"PARD3"
"CD226"	2.67825069948009e-154	1.02021215156004	0.504	0.052	6.35843498563568e-150	"T cells"	"CD226"
"NCK2"	1.77726595644724e-153	1.02137773186489	0.707	0.248	4.2194071072014e-149	"T cells"	"NCK2"
"ATM"	1.28231149936173e-152	1.10422621764327	0.829	0.424	3.04433573063468e-148	"T cells"	"ATM"
"NEDD4L.4"	6.73379434723807e-152	-2.09790294829062	0.062	0.656	1.59867011597779e-147	"T cells"	"NEDD4L"
"GNG2"	6.40736286008796e-151	1.12370969693276	0.608	0.066	1.52117201661348e-146	"T cells"	"GNG2"
"PATJ.4"	1.29609106896593e-150	-1.7470394468191	0.625	0.794	3.07704980683201e-146	"T cells"	"PATJ"
"INPP5D.1"	3.07859334673435e-150	1.22659551492196	0.764	0.108	7.30888846448203e-146	"T cells"	"INPP5D"
"MBP"	3.56951463240102e-149	1.14364811979082	0.744	0.234	8.47438468878326e-145	"T cells"	"MBP"
"LRMDA.5"	2.4549846700313e-148	-1.95298998310313	0.131	0.559	5.82837910512131e-144	"T cells"	"LRMDA"
"PTPRT.5"	9.57931067596831e-148	-3.15601851390438	0.036	0.539	2.27422414758164e-143	"T cells"	"PTPRT"
"CTBP2.3"	4.84591843610523e-146	-1.49908490757924	0.133	0.721	1.15046949591574e-141	"T cells"	"CTBP2"
"C1orf21.4"	9.69919399287853e-146	-1.69291986650508	0.164	0.683	2.30268564584929e-141	"T cells"	"C1orf21"
"ALCAM.4"	2.7889839510782e-143	-1.79545355440357	0.162	0.625	6.62132679825476e-139	"T cells"	"ALCAM"
"MLPH.4"	6.16147576559403e-143	-1.99932422794105	0.064	0.643	1.46279596150968e-138	"T cells"	"MLPH"
"DOCK1.1"	9.24745163440891e-143	-1.85583064816596	0.067	0.783	2.19543749252502e-138	"T cells"	"DOCK1"
"ACAP1"	5.09491919270143e-142	0.937233374409903	0.575	0.03	1.20958476553925e-137	"T cells"	"ACAP1"
"XBP1.4"	3.97952212649433e-141	-1.54825031986652	0.143	0.64	9.4477834805102e-137	"T cells"	"XBP1"
"MRTFB.3"	8.70070498255359e-137	-1.40622295348906	0.278	0.728	2.06563436990805e-132	"T cells"	"MRTFB"
"KRT19.5"	1.02842135852689e-136	-1.73325351877631	0.103	0.604	2.4415751472787e-132	"T cells"	"KRT19"
"PHACTR2"	3.40254077186392e-136	1.35041800897734	0.758	0.379	8.07797204648213e-132	"T cells"	"PHACTR2"
"STK3.1"	5.08306620706946e-136	-1.42210216708447	0.154	0.697	1.20677074822036e-131	"T cells"	"STK3"
"PDE7A"	3.43504333230471e-135	1.11894701509792	0.854	0.445	8.15513637522462e-131	"T cells"	"PDE7A"
"KIAA1324.4"	5.9482025604817e-135	-1.57004254273766	0.128	0.595	1.41216276988396e-130	"T cells"	"KIAA1324"
"MAML3.1"	2.22022967579008e-134	-1.52187521332336	0.129	0.669	5.27104727329324e-130	"T cells"	"MAML3"
"KDM4B.4"	5.31596245279709e-133	-1.45804720392608	0.318	0.701	1.26206264591856e-128	"T cells"	"KDM4B"
"LCP1"	7.48385268342069e-133	0.886159420271487	0.571	0.089	1.77674146557091e-128	"T cells"	"LCP1"
"PYHIN1"	2.25756456618566e-132	1.22207197478494	0.617	0.015	5.35968403658137e-128	"T cells"	"PYHIN1"
"MYO6.4"	1.56769412701324e-131	-1.57365427178156	0.101	0.672	3.72186262694214e-127	"T cells"	"MYO6"
"NLRP1"	1.6670969992364e-131	0.867304377121862	0.628	0.132	3.95785498588714e-127	"T cells"	"NLRP1"
"TCF7"	3.92775858213592e-131	0.871145418664315	0.507	0.127	9.32489164984889e-127	"T cells"	"TCF7"
"ST8SIA4"	4.33976839079839e-131	0.981295066119928	0.564	0.072	1.03030441365945e-126	"T cells"	"ST8SIA4"
"MED13L.3"	4.33532028140718e-130	-1.39238110260561	0.735	0.909	1.02924838800888e-125	"T cells"	"MED13L"
"FLNB.3"	9.75898800586454e-130	-1.46061399464723	0.117	0.65	2.3168813424723e-125	"T cells"	"FLNB"
"NTN4.5"	1.97173531319255e-128	-2.03465682148863	0.053	0.561	4.68109680705043e-124	"T cells"	"NTN4"
"PRLR.4"	3.80911518825827e-128	-2.04290799824718	0.05	0.612	9.04322036844396e-124	"T cells"	"PRLR"
"FARP1.3"	3.71419420121738e-127	-1.72935711518967	0.061	0.682	8.81786845311018e-123	"T cells"	"FARP1"
"CADPS2.3"	1.28732673837545e-126	-1.81017417840106	0.071	0.653	3.05624240957715e-122	"T cells"	"CADPS2"
"SIPA1L3.4"	2.27265763018857e-126	-1.34234056816582	0.389	0.773	5.39551647983068e-122	"T cells"	"SIPA1L3"
"CYFIP2"	1.84317561672389e-125	0.854700204145597	0.633	0.15	4.37588323166418e-121	"T cells"	"CYFIP2"
"PARD3B.2"	6.97247816779875e-125	-1.66693181754632	0.071	0.658	1.6553360418171e-120	"T cells"	"PARD3B"
"RERE.2"	1.45584828198192e-124	-1.2497689079498	0.683	0.895	3.45632940625327e-120	"T cells"	"RERE"
"ITK"	3.10125303462522e-121	1.60100047450061	0.739	0.011	7.36268482950375e-117	"T cells"	"ITK"
"SLC16A7.1"	6.41598449019437e-121	0.871612559217838	0.557	0.07	1.52321887781704e-116	"T cells"	"SLC16A7"
"RORA.1"	7.06801865936278e-121	-1.58686907253734	0.711	0.871	1.67801830991932e-116	"T cells"	"RORA"
"LIMCH1.3"	7.853094116525e-120	-1.98436488479441	0.051	0.605	1.8644030742042e-115	"T cells"	"LIMCH1"
"PDLIM5.1"	3.53040936805746e-119	-1.36616858407336	0.201	0.664	8.38154488070523e-115	"T cells"	"PDLIM5"
"DIP2C.2"	5.4041973737011e-119	-1.33935348985533	0.118	0.633	1.28301049849038e-114	"T cells"	"DIP2C"
"NFIC.2"	5.53939251346249e-118	-1.21245749645771	0.222	0.701	1.31510717662113e-113	"T cells"	"NFIC"
"LARGE1"	2.5483667172983e-117	-1.40402390857544	0.106	0.613	6.0500774235379e-113	"T cells"	"LARGE1"
"PPP2R5C"	2.87480538524776e-117	0.912783806175374	0.836	0.497	6.82507546511672e-113	"T cells"	"PPP2R5C"
"SETBP1.2"	4.02136910342168e-117	-1.59290756590351	0.149	0.591	9.54713238843342e-113	"T cells"	"SETBP1"
"RBFOX2.1"	4.05807012921512e-116	-1.38474161202819	0.085	0.679	9.63426429376963e-112	"T cells"	"RBFOX2"
"AZGP1.4"	4.54521135903001e-116	-1.59611614821055	0.067	0.58	1.07907862874731e-111	"T cells"	"AZGP1"
"NAV3.3"	3.13276063618896e-115	-1.96936360559822	0.047	0.518	7.4374870263762e-111	"T cells"	"NAV3"
"CERS6.4"	1.38319502752205e-114	-1.27048586842224	0.261	0.702	3.28384331484011e-110	"T cells"	"CERS6"
"PALLD.4"	1.5831307969088e-114	-1.6571412884863	0.097	0.548	3.75851082494119e-110	"T cells"	"PALLD"
"TANC2"	2.2888444203103e-114	-1.32513186659857	0.236	0.699	5.43394553825869e-110	"T cells"	"TANC2"
"SEMA3C.2"	3.81729143858209e-114	-1.79702617675449	0.068	0.558	9.06263160433775e-110	"T cells"	"SEMA3C"
"MIRLET7BHG.2"	8.24337635584232e-114	-1.22203435844959	0.232	0.675	1.95705998064053e-109	"T cells"	"MIRLET7BHG"
"ZNF831"	1.82121486533645e-113	1.27302773962539	0.639	0.012	4.32374621179528e-109	"T cells"	"ZNF831"
"GALNT7.4"	7.47840512244857e-113	-1.39156801477562	0.256	0.641	1.77544816012051e-108	"T cells"	"GALNT7"
"DST.3"	3.46698185928482e-112	-1.47783299366434	0.104	0.596	8.23096163212809e-108	"T cells"	"DST"
"CTNNA1"	4.17207053499176e-112	-1.15820592306573	0.167	0.666	9.90491265712393e-108	"T cells"	"CTNNA1"
"SH3RF1.4"	4.33625779758593e-112	-1.71522386760596	0.049	0.642	1.02947096372487e-107	"T cells"	"SH3RF1"
"SCML4"	5.75384202392757e-112	1.36686379698224	0.631	0.01	1.36601963490064e-107	"T cells"	"SCML4"
"PKP4.4"	1.57141331438922e-111	-1.33639445733785	0.215	0.668	3.73069234969145e-107	"T cells"	"PKP4"
"DOCK11.1"	1.61231139084783e-111	0.949508606135995	0.662	0.135	3.82778847301184e-107	"T cells"	"DOCK11"
"GRIP1.3"	2.37891951163047e-111	-1.67547681360776	0.086	0.525	5.64779281256189e-107	"T cells"	"GRIP1"
"CD6"	2.85725395876874e-111	1.07960186438486	0.547	0.012	6.78340662351286e-107	"T cells"	"CD6"
"GLI3.3"	3.22847584322258e-111	-2.01990476735847	0.035	0.671	7.66472449939473e-107	"T cells"	"GLI3"
"EML4.1"	3.8020675941132e-111	0.958597483762642	0.814	0.399	9.02648867518414e-107	"T cells"	"EML4"
"MGP.4"	1.5616201176601e-110	-1.68665794846	0.125	0.525	3.70744232133684e-106	"T cells"	"MGP"
"ENAH.3"	1.56399050323255e-110	-1.87169768699361	0.046	0.67	3.71306985372439e-106	"T cells"	"ENAH"
"FOXN3.4"	2.1512444870483e-110	1.28299082703674	0.953	0.459	5.10726953670136e-106	"T cells"	"FOXN3"
"KIF13A"	6.27480593493223e-110	-1.4945834250804	0.049	0.681	1.48970167701226e-105	"T cells"	"KIF13A"
"TNRC18.2"	3.90451600578491e-108	-1.13619335116411	0.288	0.689	9.26971144933395e-104	"T cells"	"TNRC18"
"SHROOM3.5"	3.46766918719826e-107	-1.69871091392769	0.038	0.594	8.23259341732738e-103	"T cells"	"SHROOM3"
"LCK"	4.98112779882247e-107	1.14954457129663	0.619	0.011	1.18256955071844e-102	"T cells"	"LCK"
"LINC00504.4"	1.06543865414018e-106	-1.7528133682493	0.031	0.566	2.52945790879419e-102	"T cells"	"LINC00504"
"NCKAP5.4"	4.45818165652575e-105	-1.84391383340314	0.035	0.581	1.05841690707578e-100	"T cells"	"NCKAP5"
"TC2N"	1.41836215628987e-104	1.12833740861589	0.742	0.403	3.36733359524778e-100	"T cells"	"TC2N"
"RALGPS2.4"	1.60638858642175e-103	-1.27149912490846	0.122	0.562	3.81372714302387e-99	"T cells"	"RALGPS2"
"TCF7L2.2"	2.55181497817939e-103	-1.31217139641347	0.093	0.567	6.0582639396957e-99	"T cells"	"TCF7L2"
"CACNA1C.1"	4.05114181988561e-103	-1.817430138341	0.042	0.501	9.61781579459042e-99	"T cells"	"CACNA1C"
"FNBP1"	4.25039599290645e-103	1.01782556373973	0.904	0.476	1.00908651267592e-98	"T cells"	"FNBP1"
"AAK1"	4.89403137444627e-103	0.899196349289973	0.861	0.513	1.16189198860729e-98	"T cells"	"AAK1"
"KCNAB2"	5.71872064701939e-103	0.786468380598141	0.537	0.087	1.35768146880887e-98	"T cells"	"KCNAB2"
"EXT1"	3.180887647986e-102	-1.39884656590317	0.34	0.74	7.55174536508357e-98	"T cells"	"EXT1"
"CASZ1.4"	4.89041965951754e-102	-1.4287438977402	0.058	0.559	1.16103453136606e-97	"T cells"	"CASZ1"
"ITPKB"	1.17819872320803e-101	0.854028145077423	0.653	0.212	2.79716158876819e-97	"T cells"	"ITPKB"
"ARHGAP32.1"	1.55486297177259e-101	-1.39643496862203	0.056	0.631	3.6914001812853e-97	"T cells"	"ARHGAP32"
"CCDC88C"	2.19779310907506e-101	0.813465726851892	0.731	0.304	5.21778062025509e-97	"T cells"	"CCDC88C"
"FTX.1"	1.92881951051812e-100	-1.10116282494225	0.886	0.95	4.57921039992107e-96	"T cells"	"FTX"
"ATP8B1.4"	1.53503391543648e-99	-1.14763892918952	0.149	0.588	3.64432401863775e-95	"T cells"	"ATP8B1"
"APP.3"	1.05618559612277e-98	-1.19673639776522	0.151	0.613	2.50749022375507e-94	"T cells"	"APP"
"TTC28.4"	4.5098766581083e-98	-1.40505407027687	0.064	0.566	1.07068981740149e-93	"T cells"	"TTC28"
"FNDC3B.3"	5.24606181347351e-98	-1.2971897679114	0.424	0.809	1.24546753513675e-93	"T cells"	"FNDC3B"
"PLCL2"	6.43865465348336e-98	0.981794252379561	0.685	0.161	1.52860100128348e-93	"T cells"	"PLCL2"
