"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"KIAA1324.1"	0	-1.73459609304711	0.137	0.689	0	"Mesenchymal_cells"	"KIAA1324"
"MSI2.1"	0	-1.75953332788248	0.398	0.842	0	"Mesenchymal_cells"	"MSI2"
"ALCAM.1"	0	-1.77530779584652	0.237	0.703	0	"Mesenchymal_cells"	"ALCAM"
"TBC1D9.1"	0	-1.78607464642436	0.36	0.797	0	"Mesenchymal_cells"	"TBC1D9"
"LINC00504.1"	0	-1.81862719613176	0.087	0.663	0	"Mesenchymal_cells"	"LINC00504"
"NEBL.1"	0	-1.95623971671053	0.175	0.766	0	"Mesenchymal_cells"	"NEBL"
"MLPH.1"	0	-1.97413465935181	0.143	0.744	0	"Mesenchymal_cells"	"MLPH"
"SHANK2.1"	0	-1.97895096570618	0.112	0.712	0	"Mesenchymal_cells"	"SHANK2"
"PRLR.1"	0	-1.98560102694892	0.148	0.705	0	"Mesenchymal_cells"	"PRLR"
"RBM47.1"	0	-2.18597031325447	0.204	0.848	0	"Mesenchymal_cells"	"RBM47"
"ANKS1B.1"	0	-2.18961010572055	0.298	0.789	0	"Mesenchymal_cells"	"ANKS1B"
"GATA3.1"	0	-2.28021163658298	0.201	0.787	0	"Mesenchymal_cells"	"GATA3"
"DACH1.1"	0	-2.34232361646145	0.307	0.762	0	"Mesenchymal_cells"	"DACH1"
"PATJ.1"	0	-2.39957447284428	0.385	0.884	0	"Mesenchymal_cells"	"PATJ"
"THSD4.1"	0	-2.7019884625287	0.414	0.851	0	"Mesenchymal_cells"	"THSD4"
"TTC6.1"	0	-2.73950599979531	0.164	0.794	0	"Mesenchymal_cells"	"TTC6"
"PTPRT.1"	0	-2.91431364768387	0.183	0.608	0	"Mesenchymal_cells"	"PTPRT"
"TRPS1.1"	0	-3.24636839177293	0.832	0.962	0	"Mesenchymal_cells"	"TRPS1"
"AFF3.1"	0	-3.2534055261619	0.415	0.835	0	"Mesenchymal_cells"	"AFF3"
"ERBB4.1"	0	-3.33238317870691	0.451	0.847	0	"Mesenchymal_cells"	"ERBB4"
"ESR1.1"	0	-3.47813040745892	0.532	0.904	0	"Mesenchymal_cells"	"ESR1"
"ANKRD30A.1"	0	-3.83418354671799	0.426	0.801	0	"Mesenchymal_cells"	"ANKRD30A"
"PRKD1"	1.68484101558403e-307	1.55866630150463	0.647	0.085	3.99998105509805e-303	"Mesenchymal_cells"	"PRKD1"
"LAMA4"	1.44339267612132e-306	1.91550748519335	0.687	0.033	3.42675855237962e-302	"Mesenchymal_cells"	"LAMA4"
"CASZ1.1"	4.22041398819508e-306	-1.50855585135919	0.083	0.657	1.00196848493739e-301	"Mesenchymal_cells"	"CASZ1"
"RUNX2.1"	7.11993370921228e-304	2.00448378328044	0.58	0.167	1.69034346190409e-299	"Mesenchymal_cells"	"RUNX2"
"MAP4K4.1"	2.95495975147375e-301	1.35335636158054	0.784	0.315	7.01536994597382e-297	"Mesenchymal_cells"	"MAP4K4"
"COL12A1"	3.13838215215534e-297	2.14938922005521	0.617	0.223	7.450833067432e-293	"Mesenchymal_cells"	"COL12A1"
"SLIT3"	1.03174026994551e-296	1.81570111571843	0.591	0.127	2.44945457487763e-292	"Mesenchymal_cells"	"SLIT3"
"ADAMTS12"	2.65712890486583e-296	1.81903516020481	0.631	0.039	6.30828973304197e-292	"Mesenchymal_cells"	"ADAMTS12"
"MALAT1.1"	5.09877653348539e-296	-1.58324703648341	0.988	0.987	1.21050053681477e-291	"Mesenchymal_cells"	"MALAT1"
"MSRB3"	5.90555184643337e-296	1.40759798248669	0.644	0.059	1.40203706386175e-291	"Mesenchymal_cells"	"MSRB3"
"CEP112"	1.66541938354999e-285	1.30209459226655	0.678	0.11	3.95387215848602e-281	"Mesenchymal_cells"	"CEP112"
"DPYSL3"	3.85949802518016e-285	1.6452358702948	0.605	0.048	9.16283426158023e-281	"Mesenchymal_cells"	"DPYSL3"
"CA12.1"	5.70749844712709e-285	-1.46974486277775	0.155	0.62	1.35501720633244e-280	"Mesenchymal_cells"	"CA12"
"FOXO1.1"	1.66779899742435e-276	1.53358155740583	0.721	0.248	3.95952159978516e-272	"Mesenchymal_cells"	"FOXO1"
"GALNT6.1"	1.16074948131967e-275	-1.43812220390944	0.097	0.577	2.75573534360104e-271	"Mesenchymal_cells"	"GALNT6"
"PLEKHG1"	1.49713577903884e-271	1.46605241942195	0.56	0.066	3.55435005301611e-267	"Mesenchymal_cells"	"PLEKHG1"
"TENM4"	1.7090059154727e-271	1.60082301418587	0.557	0.074	4.05735094392374e-267	"Mesenchymal_cells"	"TENM4"
"NEDD4L.1"	2.34890793328099e-271	-1.77289435299218	0.254	0.734	5.57654232440239e-267	"Mesenchymal_cells"	"NEDD4L"
"MEIS2"	1.31487170723637e-269	1.44881383702445	0.627	0.124	3.12163692014988e-265	"Mesenchymal_cells"	"MEIS2"
"SEPTIN11.1"	6.68459190881051e-269	1.45485788906991	0.654	0.223	1.5869889650707e-264	"Mesenchymal_cells"	"SEPTIN11"
"UACA.1"	1.70125288781805e-268	1.25976047018491	0.7	0.244	4.03894448096883e-264	"Mesenchymal_cells"	"UACA"
"TIMP3"	5.96530720399797e-268	2.21973417483319	0.589	0.168	1.41622358330116e-263	"Mesenchymal_cells"	"TIMP3"
"RUNX1T1"	5.63796091320449e-263	1.75029784832517	0.655	0.027	1.33850830040388e-258	"Mesenchymal_cells"	"RUNX1T1"
"ANTXR1"	6.45025558454242e-263	1.51955000975298	0.619	0.187	1.53135517832622e-258	"Mesenchymal_cells"	"ANTXR1"
"TPD52.1"	5.67898044806133e-259	-1.44183705999059	0.098	0.562	1.34824674817424e-254	"Mesenchymal_cells"	"TPD52"
"ROR1"	3.91971007407872e-256	1.64954388568356	0.527	0.045	9.3057836868703e-252	"Mesenchymal_cells"	"ROR1"
"SAMD12.1"	5.32446241928375e-256	-1.43856961105087	0.142	0.66	1.26408062296215e-251	"Mesenchymal_cells"	"SAMD12"
"DRAIC.1"	2.14695064020702e-255	-1.6697825241896	0.052	0.514	5.09707551491548e-251	"Mesenchymal_cells"	"DRAIC"
"RBMS3"	1.21421193806736e-252	1.45508518693013	0.625	0.042	2.88266056216572e-248	"Mesenchymal_cells"	"RBMS3"
"THBS2"	1.76938562571195e-251	1.42892896605967	0.512	0.065	4.20069841400275e-247	"Mesenchymal_cells"	"THBS2"
"SYNE1.1"	5.82747831464821e-250	1.18847263373501	0.678	0.196	1.38350162668063e-245	"Mesenchymal_cells"	"SYNE1"
"KIF26B"	1.84512013120141e-249	2.50834045863672	0.615	0.278	4.38049970348528e-245	"Mesenchymal_cells"	"KIF26B"
"COL6A1"	2.24238211764756e-248	1.35390661234544	0.569	0.115	5.32363938550708e-244	"Mesenchymal_cells"	"COL6A1"
"GXYLT2"	3.74222508787279e-246	1.44622503540908	0.504	0.048	8.88441658111879e-242	"Mesenchymal_cells"	"GXYLT2"
"RASGRF2"	8.29483135103786e-246	1.42885749555119	0.504	0.055	1.9692759110499e-241	"Mesenchymal_cells"	"RASGRF2"
"PCDH7"	2.05568627830673e-245	1.80790597052068	0.588	0.131	4.88040479332801e-241	"Mesenchymal_cells"	"PCDH7"
"ANK3.1"	2.52941603714582e-245	-1.70480563027003	0.19	0.657	6.0050866137879e-241	"Mesenchymal_cells"	"ANK3"
"RAI14"	1.76032421590336e-242	1.34537707078673	0.633	0.257	4.17918572097618e-238	"Mesenchymal_cells"	"RAI14"
"CLMP"	3.37534762362638e-242	1.27610483035965	0.536	0.074	8.01341279325139e-238	"Mesenchymal_cells"	"CLMP"
"PHLDB1"	8.65684628070809e-241	1.11203401373449	0.608	0.143	2.05522187550291e-236	"Mesenchymal_cells"	"PHLDB1"
"TNS1.1"	4.65783258526066e-239	1.29360903788697	0.653	0.182	1.10581603406673e-234	"Mesenchymal_cells"	"TNS1"
"AZGP1.1"	3.38993700780106e-236	-1.37402528842851	0.252	0.642	8.04804945022051e-232	"Mesenchymal_cells"	"AZGP1"
"PRKG1.1"	1.1474723644274e-234	2.03916411677974	0.787	0.397	2.72421414038708e-230	"Mesenchymal_cells"	"PRKG1"
"TACC1.1"	3.45261153144524e-232	1.38130906890859	0.643	0.163	8.19684503680413e-228	"Mesenchymal_cells"	"TACC1"
"BMPR1B.1"	5.05658088293279e-232	-2.22268295981604	0.44	0.622	1.20048286741707e-227	"Mesenchymal_cells"	"BMPR1B"
"SLIT2"	7.01398987910741e-230	1.83437148885679	0.513	0.036	1.66519133719889e-225	"Mesenchymal_cells"	"SLIT2"
"ANK2"	3.22312085393559e-228	1.37835714353028	0.503	0.09	7.65201121932849e-224	"Mesenchymal_cells"	"ANK2"
"LRBA.1"	1.07962561667902e-227	-1.28141733441974	0.673	0.894	2.56313917655766e-223	"Mesenchymal_cells"	"LRBA"
"ADAMTS2"	5.39116559804693e-227	1.29730403110496	0.535	0.038	1.27991662463232e-222	"Mesenchymal_cells"	"ADAMTS2"
"ADGRV1.1"	1.68114588207359e-226	-1.32095556074883	0.062	0.527	3.9912084386309e-222	"Mesenchymal_cells"	"ADGRV1"
"PEAK1.1"	1.28400534716981e-224	1.29765284640741	0.777	0.345	3.04835709471584e-220	"Mesenchymal_cells"	"PEAK1"
"PLPP1"	2.94688010332256e-223	1.46399815561524	0.615	0.224	6.9961880532981e-219	"Mesenchymal_cells"	"PLPP1"
"DENND1B.1"	3.20541047261193e-223	-1.52537146230305	0.368	0.666	7.60996500302798e-219	"Mesenchymal_cells"	"DENND1B"
"KRT19.1"	1.15796250781675e-222	-1.50934327006388	0.281	0.666	2.74911878980774e-218	"Mesenchymal_cells"	"KRT19"
"NTN4.1"	1.71899678833524e-220	-1.70124059900458	0.253	0.619	4.08107027518668e-216	"Mesenchymal_cells"	"NTN4"
"MAP7.1"	2.95004676415728e-220	-1.16995028316457	0.127	0.587	7.00370602278579e-216	"Mesenchymal_cells"	"MAP7"
"RNF144A"	7.25134015516086e-219	1.20401255617983	0.523	0.063	1.72154066623674e-214	"Mesenchymal_cells"	"RNF144A"
"SIDT1.1"	1.64030959929644e-218	-1.25259803802817	0.064	0.543	3.89425901968969e-214	"Mesenchymal_cells"	"SIDT1"
"CDH1.1"	1.68790671462127e-216	-1.09629008608387	0.075	0.539	4.00725933118236e-212	"Mesenchymal_cells"	"CDH1"
"WWP1.1"	3.41722292093906e-216	-1.27724808439067	0.469	0.769	8.11282893660143e-212	"Mesenchymal_cells"	"WWP1"
"PVT1.1"	7.73497508144613e-216	-1.39637346882951	0.419	0.789	1.83636043408613e-211	"Mesenchymal_cells"	"PVT1"
"ARFGEF3.1"	3.54791374049267e-213	-1.17452665406079	0.109	0.571	8.42310201130365e-209	"Mesenchymal_cells"	"ARFGEF3"
"KDM4B.1"	2.09390616490536e-212	-1.24718614411229	0.491	0.739	4.97114262610181e-208	"Mesenchymal_cells"	"KDM4B"
"ZFHX4"	1.35785621348404e-211	1.30905132333576	0.528	0.036	3.22368643643246e-207	"Mesenchymal_cells"	"ZFHX4"
"PPFIBP1.1"	9.88007261752294e-210	1.18150423447307	0.771	0.461	2.34562804012612e-205	"Mesenchymal_cells"	"PPFIBP1"
"MSC-AS1"	1.16970329969297e-209	1.17799174975867	0.501	0.057	2.77699260380107e-205	"Mesenchymal_cells"	"MSC-AS1"
"TTC28.1"	1.46436772177305e-206	1.21664433072537	0.863	0.485	3.47655540826139e-202	"Mesenchymal_cells"	"TTC28"
"AEBP1"	8.65387078932254e-206	1.39606823801692	0.501	0.113	2.05451546409306e-201	"Mesenchymal_cells"	"AEBP1"
"HIVEP3.1"	1.31863992691889e-205	-1.44548507405342	0.358	0.759	3.13058305049813e-201	"Mesenchymal_cells"	"HIVEP3"
"SH3RF3"	6.41369019363647e-202	1.19844613851412	0.553	0.065	1.52267418887124e-197	"Mesenchymal_cells"	"SH3RF3"
"CELSR1.1"	8.09875095051129e-199	-1.16116567688142	0.183	0.606	1.92272446316089e-194	"Mesenchymal_cells"	"CELSR1"
"ZNF552.1"	1.09211344928091e-197	-1.06847523979393	0.119	0.503	2.5927865399378e-193	"Mesenchymal_cells"	"ZNF552"
"LLGL2.1"	1.71809411113727e-191	-0.971570345515028	0.073	0.53	4.07892722925099e-187	"Mesenchymal_cells"	"LLGL2"
"GALNT7.1"	2.97173305366448e-191	-1.30064209640813	0.355	0.697	7.05519144270484e-187	"Mesenchymal_cells"	"GALNT7"
"SULF1"	3.01542083406804e-191	1.92398167178226	0.612	0.265	7.15891060216093e-187	"Mesenchymal_cells"	"SULF1"
"PALLD.1"	2.18847423817874e-188	1.46851985113422	0.74	0.492	5.19565668886016e-184	"Mesenchymal_cells"	"PALLD"
"STRBP.1"	2.59069503197993e-188	-1.06748555652175	0.227	0.651	6.15056907542355e-184	"Mesenchymal_cells"	"STRBP"
"ADD3"	2.23653988140252e-187	1.03548862354463	0.572	0.161	5.30976933243773e-183	"Mesenchymal_cells"	"ADD3"
"GAS7.1"	1.05601290835488e-185	1.70647624956927	0.604	0.111	2.50708024572532e-181	"Mesenchymal_cells"	"GAS7"
"AKT3.1"	1.77209221245199e-185	1.23423552686134	0.783	0.191	4.20712412158227e-181	"Mesenchymal_cells"	"AKT3"
"SGCD"	3.5071483046643e-185	1.62067876265722	0.642	0.09	8.32632079010351e-181	"Mesenchymal_cells"	"SGCD"
"DDR2"	1.49130063405332e-183	0.972801828600391	0.527	0.12	3.54049683530598e-179	"Mesenchymal_cells"	"DDR2"
"TGFBR2.1"	1.72863584880965e-182	1.20748204473616	0.579	0.152	4.103954368659e-178	"Mesenchymal_cells"	"TGFBR2"
"UBE2E2.1"	6.28271170965447e-182	1.31676188719589	0.83	0.378	1.49157858698907e-177	"Mesenchymal_cells"	"UBE2E2"
"SPATS2L.1"	4.87858392006188e-180	1.09972034694781	0.628	0.223	1.15822460846189e-175	"Mesenchymal_cells"	"SPATS2L"
"NEK10.1"	8.55376410734593e-180	-1.2577359073366	0.134	0.511	2.030749136725e-175	"Mesenchymal_cells"	"NEK10"
"LRP1.1"	1.02735636518748e-179	1.05227176160629	0.568	0.148	2.4390467465916e-175	"Mesenchymal_cells"	"LRP1"
"SYTL2.1"	1.3156095646013e-178	-1.39986119340364	0.288	0.638	3.12338866731995e-174	"Mesenchymal_cells"	"SYTL2"
"CACNA1D.1"	1.333181247861e-177	-1.5249933259732	0.232	0.633	3.1651056005468e-173	"Mesenchymal_cells"	"CACNA1D"
"AR.1"	5.31653009325289e-177	-1.1324701448771	0.231	0.593	1.26219740943917e-172	"Mesenchymal_cells"	"AR"
"COBL.1"	3.61800445705792e-175	-1.1663000385035	0.098	0.509	8.5895043815012e-171	"Mesenchymal_cells"	"COBL"
"CRNDE.1"	5.29856449013219e-175	-1.07100924644126	0.197	0.543	1.25793219560228e-170	"Mesenchymal_cells"	"CRNDE"
"MIR29B2CHG.1"	1.29484868652386e-173	-0.959677993759383	0.279	0.649	3.07410026667631e-169	"Mesenchymal_cells"	"MIR29B2CHG"
"MAGI3.1"	3.58130019467906e-173	-1.30052512327691	0.517	0.746	8.50236479218756e-169	"Mesenchymal_cells"	"MAGI3"
"WWTR1"	5.66817811216598e-173	1.14472678733975	0.703	0.328	1.34568216560933e-168	"Mesenchymal_cells"	"WWTR1"
"FERMT2"	1.40278489653717e-172	0.897655169462504	0.551	0.146	3.3303516228689e-168	"Mesenchymal_cells"	"FERMT2"
"WIPF1.1"	2.06738481138443e-172	1.01324735415827	0.611	0.13	4.90817828070778e-168	"Mesenchymal_cells"	"WIPF1"
"BICD1.1"	6.96355889069502e-172	1.09887478216548	0.647	0.232	1.65321851623991e-167	"Mesenchymal_cells"	"BICD1"
"MTHFD1L"	8.30603329890058e-171	1.03083904280825	0.529	0.12	1.97193536549199e-166	"Mesenchymal_cells"	"MTHFD1L"
"VAV3.1"	9.5738952197317e-170	-1.57703236176545	0.228	0.711	2.2729384641165e-165	"Mesenchymal_cells"	"VAV3"
"GLIS3"	2.50168052643472e-169	1.43920971419466	0.635	0.2	5.93923973780866e-165	"Mesenchymal_cells"	"GLIS3"
"NAV3.1"	1.08078422319826e-168	1.44325272010251	0.795	0.441	2.56588982429498e-164	"Mesenchymal_cells"	"NAV3"
"CYTH3"	1.65973102513465e-167	1.03252723932382	0.556	0.148	3.94036742677217e-163	"Mesenchymal_cells"	"CYTH3"
"DNAJC1.1"	8.01931803215969e-164	-1.4241518801997	0.591	0.753	1.90386629401503e-159	"Mesenchymal_cells"	"DNAJC1"
"COL4A5.1"	1.09032581204712e-163	-1.1653462891707	0.15	0.502	2.58854251038107e-159	"Mesenchymal_cells"	"COL4A5"
"EVL.1"	4.83094374748198e-163	-1.27296423052708	0.625	0.777	1.1469143550897e-158	"Mesenchymal_cells"	"EVL"
"ST5.1"	5.22992469182062e-163	1.03631012501342	0.644	0.295	1.24163642108513e-158	"Mesenchymal_cells"	"ST5"
"RERG.1"	1.79104218851506e-162	-1.17243704648012	0.219	0.631	4.2521132597536e-158	"Mesenchymal_cells"	"RERG"
"RABEP1.1"	4.84175980513948e-162	-1.05380035117941	0.477	0.745	1.14948219533816e-157	"Mesenchymal_cells"	"RABEP1"
"SIPA1L3.1"	2.52031524248201e-160	-1.06960985434549	0.538	0.818	5.98348041717655e-156	"Mesenchymal_cells"	"SIPA1L3"
"VIM.1"	4.97577630368454e-160	1.06961393021953	0.55	0.179	1.18129905225775e-155	"Mesenchymal_cells"	"VIM"
"RASAL2.1"	5.70463936503003e-159	1.19952307672539	0.835	0.517	1.35433843165178e-154	"Mesenchymal_cells"	"RASAL2"
"ZMYND8.1"	1.01397268513457e-157	-0.972436049758161	0.401	0.714	2.40727255177798e-153	"Mesenchymal_cells"	"ZMYND8"
"DTNB.1"	1.18799030113274e-155	-1.01216256093294	0.275	0.651	2.82040777391925e-151	"Mesenchymal_cells"	"DTNB"
"FGF13.1"	1.00045735926519e-154	-1.37319335154215	0.17	0.577	2.37518581663149e-150	"Mesenchymal_cells"	"FGF13"
"RASEF.1"	6.85635172311283e-154	-1.0173056629676	0.136	0.529	1.62776646258422e-149	"Mesenchymal_cells"	"RASEF"
"CERS4.1"	9.03930809286652e-154	-1.08176924567285	0.2	0.537	2.14602213432744e-149	"Mesenchymal_cells"	"CERS4"
"ARHGAP21.1"	4.51274222394399e-153	0.934026115183767	0.688	0.325	1.07137013138654e-148	"Mesenchymal_cells"	"ARHGAP21"
"PDZRN3"	2.34354939106065e-152	1.4310297553639	0.715	0.376	5.56382060931709e-148	"Mesenchymal_cells"	"PDZRN3"
"FYN"	2.86164243318652e-152	1.038735691209	0.56	0.08	6.79382530062811e-148	"Mesenchymal_cells"	"FYN"
"TRAPPC9.1"	4.33166070845591e-152	-0.962370071051772	0.508	0.794	1.02837956879452e-147	"Mesenchymal_cells"	"TRAPPC9"
"TPST1"	1.83265498377929e-150	0.937709377228169	0.582	0.259	4.35090619699041e-146	"Mesenchymal_cells"	"TPST1"
"RBMS1.1"	3.02990776433458e-150	1.00828748640817	0.795	0.415	7.19330402330672e-146	"Mesenchymal_cells"	"RBMS1"
"CAMK2D.1"	5.87761835428586e-150	1.11603611734322	0.752	0.321	1.39540537349101e-145	"Mesenchymal_cells"	"CAMK2D"
"SVIL.1"	8.07713445253316e-150	1.13203266275492	0.783	0.471	1.9175924903759e-145	"Mesenchymal_cells"	"SVIL"
"CCDC125.1"	3.12568631286318e-146	-0.836561855643598	0.16	0.512	7.42069187536847e-142	"Mesenchymal_cells"	"CCDC125"
"TLN2"	1.31327030178462e-145	1.09012938081009	0.64	0.381	3.11783502346686e-141	"Mesenchymal_cells"	"TLN2"
"KLF7"	3.78645063309536e-145	0.903658673921128	0.552	0.187	8.9894124480317e-141	"Mesenchymal_cells"	"KLF7"
"DLG2"	2.08291853879401e-143	1.2119650504742	0.609	0.299	4.94505690295086e-139	"Mesenchymal_cells"	"DLG2"
"KCTD1.1"	4.23620985725567e-140	-1.04329135424554	0.203	0.52	1.00571858221107e-135	"Mesenchymal_cells"	"KCTD1"
"RALGPS2.1"	5.86127249431281e-139	-1.05600759234694	0.275	0.617	1.3915247028748e-134	"Mesenchymal_cells"	"RALGPS2"
"MAST4.1"	4.15699391267855e-138	-1.21871715860277	0.58	0.779	9.86911924809013e-134	"Mesenchymal_cells"	"MAST4"
"GLS.1"	1.25768406308576e-137	0.939997468938426	0.655	0.317	2.98586773417191e-133	"Mesenchymal_cells"	"GLS"
"NCKAP5.1"	1.6076135719529e-136	-1.26105570950611	0.225	0.649	3.81663538117337e-132	"Mesenchymal_cells"	"NCKAP5"
"FOXN3.1"	1.42199117174939e-135	1.08825010853934	0.814	0.389	3.37594924085023e-131	"Mesenchymal_cells"	"FOXN3"
"SLC38A1.1"	4.91250885270596e-134	-0.948259024073687	0.178	0.55	1.16627872672092e-129	"Mesenchymal_cells"	"SLC38A1"
"PTPRJ"	2.90304887531434e-130	-1.01499234280398	0.254	0.568	6.89212833488377e-126	"Mesenchymal_cells"	"PTPRJ"
"GSN.1"	6.42878737055193e-130	0.912104867676517	0.692	0.32	1.52625840964273e-125	"Mesenchymal_cells"	"GSN"
"MAP3K1.1"	3.54908593653259e-129	-0.97525053378545	0.251	0.602	8.42588492192203e-125	"Mesenchymal_cells"	"MAP3K1"
"FAM49B"	1.37641618922894e-128	-0.951166853022597	0.401	0.728	3.26774967484842e-124	"Mesenchymal_cells"	"FAM49B"
"ICA1.1"	1.76379824878933e-126	-0.958722024227153	0.193	0.585	4.18743342245076e-122	"Mesenchymal_cells"	"ICA1"
"LDLRAD3.1"	5.98001788779626e-126	-1.07073452520921	0.393	0.665	1.41971604674171e-121	"Mesenchymal_cells"	"LDLRAD3"
"PBX1.1"	2.10761175542458e-124	-1.18215896692775	0.821	0.864	5.00368106855349e-120	"Mesenchymal_cells"	"PBX1"
"C1orf21.1"	8.17840975926622e-124	-1.12931812153052	0.422	0.73	1.94163626094739e-119	"Mesenchymal_cells"	"C1orf21"
"CASC15"	1.11945262259519e-123	1.13582036352106	0.708	0.334	2.65769247130323e-119	"Mesenchymal_cells"	"CASC15"
"IKBKB.1"	5.39139923361688e-123	-0.801493429508965	0.329	0.627	1.27997209205298e-118	"Mesenchymal_cells"	"IKBKB"
"SH3D19"	1.60992380714689e-121	0.89905879783164	0.739	0.451	3.82212011054744e-117	"Mesenchymal_cells"	"SH3D19"
"NRP1.1"	5.37046357968405e-121	1.12922081163231	0.634	0.193	1.27500175845279e-116	"Mesenchymal_cells"	"NRP1"
"BCL2.1"	5.47007377453507e-121	-1.10461731321398	0.443	0.78	1.29865021481237e-116	"Mesenchymal_cells"	"BCL2"
"RAD9A.1"	1.27622200912734e-120	-0.778283723891094	0.288	0.592	3.02987867186922e-116	"Mesenchymal_cells"	"RAD9A"
"ENSA.1"	2.43047267384228e-120	-0.778832290980656	0.369	0.613	5.77018517496897e-116	"Mesenchymal_cells"	"ENSA"
"EPB41L2.1"	2.5314380065147e-120	1.00569502083153	0.643	0.215	6.00988697126656e-116	"Mesenchymal_cells"	"EPB41L2"
"HOOK2.1"	1.14250284387155e-119	-0.739710043998653	0.231	0.566	2.71241600163545e-115	"Mesenchymal_cells"	"HOOK2"
"CACNA1C.1"	1.79285429573932e-119	1.19672856302829	0.769	0.428	4.25641538351472e-115	"Mesenchymal_cells"	"CACNA1C"
"CNTLN"	6.13493785763239e-119	0.690659804482209	0.51	0.158	1.45649559678051e-114	"Mesenchymal_cells"	"CNTLN"
"EHBP1.1"	1.54009400052065e-118	0.950678623564881	0.74	0.506	3.65633716663608e-114	"Mesenchymal_cells"	"EHBP1"
"MYO6.1"	1.70236723605193e-118	-0.924742432239136	0.473	0.703	4.04159005511088e-114	"Mesenchymal_cells"	"MYO6"
"DNAH14.1"	5.13650938956943e-118	-1.01026116566988	0.4	0.68	1.21945869417768e-113	"Mesenchymal_cells"	"DNAH14"
"LDLRAD4.1"	1.09694577061108e-117	-1.24086693731396	0.73	0.84	2.60425895400776e-113	"Mesenchymal_cells"	"LDLRAD4"
"PKD2"	2.32663835397313e-116	0.728650084246527	0.531	0.174	5.5236721161676e-112	"Mesenchymal_cells"	"PKD2"
"ZNF91.1"	9.58680821140305e-116	-0.798462159363399	0.462	0.673	2.2760041374692e-111	"Mesenchymal_cells"	"ZNF91"
"NHS"	2.69963597799092e-115	1.09675732159518	0.598	0.226	6.40920577534824e-111	"Mesenchymal_cells"	"NHS"
"CD99"	3.32737042200398e-115	0.670406599423783	0.516	0.192	7.89951011887966e-111	"Mesenchymal_cells"	"CD99"
"CHST11.1"	4.00700208538585e-115	1.34165869333413	0.716	0.177	9.51302365091454e-111	"Mesenchymal_cells"	"CHST11"
"ROR2"	4.3965440275447e-115	1.11819663776905	0.6	0.41	1.04378351757939e-110	"Mesenchymal_cells"	"ROR2"
"ITPR1.1"	7.3837147845684e-115	-1.06552721084366	0.383	0.63	1.75296772700438e-110	"Mesenchymal_cells"	"ITPR1"
"MIPOL1.1"	1.30649816438239e-114	-0.811902133010687	0.31	0.572	3.10175729206023e-110	"Mesenchymal_cells"	"MIPOL1"
"XYLT1.1"	2.98974913242319e-114	1.01456761821989	0.541	0.212	7.0979634152859e-110	"Mesenchymal_cells"	"XYLT1"
"SLC16A1-AS1"	4.58499140635323e-114	0.777794609588036	0.529	0.166	1.08852280978232e-109	"Mesenchymal_cells"	"SLC16A1-AS1"
"TEAD1"	7.34096901610615e-114	0.884231480324657	0.738	0.407	1.74281945411376e-109	"Mesenchymal_cells"	"TEAD1"
"SEPTIN9.1"	2.78746082097783e-113	-0.892049940579196	0.432	0.697	6.61771073508347e-109	"Mesenchymal_cells"	"SEPTIN9"
"FAM214A.1"	3.28413596826286e-112	-0.836801345814243	0.438	0.657	7.79686720225285e-108	"Mesenchymal_cells"	"FAM214A"
"LAMC1"	8.1783333949785e-112	0.77764332228099	0.61	0.279	1.94161813130185e-107	"Mesenchymal_cells"	"LAMC1"
"PDZD2"	1.49918415538046e-110	0.991772074185769	0.511	0.274	3.55921310328874e-106	"Mesenchymal_cells"	"PDZD2"
"TIMP2"	8.54852517985316e-110	0.725982362919494	0.502	0.186	2.02950536294894e-105	"Mesenchymal_cells"	"TIMP2"
"FNDC3B.1"	2.12027728456786e-109	0.931205158001964	0.928	0.771	5.03375030129257e-105	"Mesenchymal_cells"	"FNDC3B"
"PTPRM.1"	4.03468692065989e-109	1.0494187428953	0.82	0.505	9.57875021833865e-105	"Mesenchymal_cells"	"PTPRM"
"RUNX1.1"	5.44414899130477e-109	1.18501607734412	0.709	0.687	1.29249541202567e-104	"Mesenchymal_cells"	"RUNX1"
"CERS6.1"	5.07559786989511e-107	-0.883109231701572	0.479	0.742	1.2049976902918e-102	"Mesenchymal_cells"	"CERS6"
"INPP4B.1"	3.33036065732331e-106	-1.16978406465677	0.391	0.676	7.90660923655126e-102	"Mesenchymal_cells"	"INPP4B"
"CCSER1.1"	3.39310364041398e-106	-1.36634642703343	0.221	0.547	8.05556735270682e-102	"Mesenchymal_cells"	"CCSER1"
"ARHGAP35.1"	1.96683025135195e-105	-0.720428873718096	0.304	0.572	4.66945169973466e-101	"Mesenchymal_cells"	"ARHGAP35"
"PLEKHA7.1"	9.81818895650689e-105	-0.844789270266537	0.332	0.658	2.3309362401643e-100	"Mesenchymal_cells"	"PLEKHA7"
"BRWD1.1"	9.8566132318678e-105	-0.880603169923173	0.565	0.731	2.34005854737773e-100	"Mesenchymal_cells"	"BRWD1"
"DLG5.1"	3.73570313956626e-104	-0.773974273194955	0.291	0.542	8.86893282364426e-100	"Mesenchymal_cells"	"DLG5"
"MYO1E.1"	4.58246215399456e-104	1.04173938573137	0.71	0.321	1.08792233997985e-99	"Mesenchymal_cells"	"MYO1E"
